,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.572149804468369,0,0,0,0.0349120726326549,0,0,0,0,0,-0.0358037574821936,0,0.00306867076338503,0,0,0,0,0,0,0.00724490012651526,0,0,0,-0.000666426967079191,0.0108445248453366,-0.0279047822582244,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.271621868693398,0,0,0,0,-0.090841953969671,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.00643630584689081,0.0139444722657257,-0.0235892526181193,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.114916268795573,0.0293617052264755,0,0,0,0.0687954885114249,0.0594267034952873,0,0,0,0.0258394548601999,0,0,0,0,0,0,0,0,0,-0.0219577461838753,-0.00178821753155322,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0135795597297011,0,0,0,0,0,0,-0.0246380932276469,0,0,0,0,0,0,0,0.143237680725322,0.332440676351075,0,0.0308183383828775,0,0.00216425118996057,0.0146401139061831,0,-0.0307798000838835
X939.HK.EQUITY,0.648250903042992,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.135566826787082,0,0,0,0.0165693779477012,0,0,0,0,0,0.0144674966994573,0,0,0,0.118147956689282,0,0,0,0.00415798336304283
X601939.CH.EQUITY,0,0,0,0,0,0,0.952633900544162,0,0.0585919717544495,0,0,0,0,0,0,0,0,0.0481495091071595,0,0,0,0,0,0.0314410107385923,0,0,0,0,-0.00370601459885299,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.753106476612495,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053515498241603,0,-0.000607616057224633,0,0.00740592537011067,0.0108090725009964,0,0.0584663968099221
X2628.HK.EQUITY,0,0,0,0.264557109856512,0,0,0,0,0.178641839439717,0,0.0437418009380615,0,0,0,0.217414187338626,0,0,0,0,0,0,0,0.165295317622069,0.0925269804158374,0,0.105679044487072,0,0,0.00842134558727084,-0.0190110240730383,0.0337650996728406
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.03699652790947,0,0,0,0,0,0,0,0.0638466049172049,0.0555019153544822,0,0,0,0,0,0,0.15181330550301,0,0.05798285018898,0,0.0938766576461066,0.0140211212523006,0,-0.234910774704814
X600036.CH.EQUITY,0.202751397190816,0,0,0,0,0.472128680670088,0,0,0,0,0,0,0,0.148615458183375,-0.0457812992623689,0,0,0,0,0,0.0610557918833594,0.0754106684725567,0.122127437495451,0,0,0,0,0,0.0027828528301155,-0.0188561118389105,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254058449555671,0,0,0,0,0,0,0,0,0,0.23761563205757,0,0,-0.29501048363366,-0.0768538174647575,0.0349442538898442,-0.0253312555663433,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.0462577781332929,0.0226241056918862,0,0,0,-0.00760099570883957,0,0,0,0.711491946081877,0,0,0,0,0,0,0,0,0,0,0.0140284810687365,0.0489338439741352,0
X1299.HK.EQUITY,0.146975122794068,-0.0166425439186319,0,0,0.258450848990009,0,0,0,0.0130256460646627,0,0,0,0,0,0.093274037434464,0,0.0453054046711483,0,0,0,0,0,0,0,0,0.297614055382863,0,-0.128424835643721,0.00449220480270563,0.207841255196639,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.190467295933385,0,0,0.441780292045867,0,0.125581707361884,-0.35113185945896,0,-0.405094663541117,0,0,0,0,0,0.192256494605881,0.236088734690674,0,0.143955066995107,0,-0.0342028661963935,-0.00792879311629914,0
X388.HK.EQUITY,-0.174762746829071,0,0,0,0,-0.163460853965686,0,0.476934230430335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172276396809551,-0.0185825437929975,0,0,0,0,0.107165136036569,-0.0122601549920499,0,0.0702959611166809
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.324473134120892,0,0,0,0,-0.208082454331689,0,0,0.423639927818788,0,0,0,0,0,0.237321476365905,0,0,-0.0403056472811699,0,0,0.00748545898725921,0.00785202593229508,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953370582066014,0,0,0,0,0,0,0,-0.0630132289281054,0,0,0,-0.0369773572586046,-0.0158522475857988,0,0.0283328159848895
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0644045110480548,0,0,0.764802618445659,0,0,0,0,0,0,0,0,0.0870905937247741,0.0321817045364712,0.101545602754052,0,0,0.0129125047557593,0,0,0.01083001251422,0,0
X3328.HK.EQUITY,0.496830126118514,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167285345980462,0,0,0,0,-0.000330468312325279,0.0118850684975915,-0.00908690946851602,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.0479886747945856,0,0.127452641118187,0,0,0,0,0,0.0101632619961487,0,0,0,0,0,0.0531169185495553,0.0922448074756356,0.036243690699663,0,0,0,-0.017881296865794,0.0128993047198157,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.184627048546375,0,0,0,0,0,0,0,0.0808016096588708,0,0,0.129596606675985,0.0672503396208344,0,0,0,0,0.127154449085183,0.0292330524660826,0,0,0,-8.67361737988404e-19,0.00297807145548647,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.110424496617925,0.161755693834923,0,0,0,0,0,0,0,0,0,0.11921014605768,0,0,0.178749179465469,0.05535201926067,0,-0.0540369846108802,0,0,-0.00431157450425682,-4.33680868994202e-19,0
X000001.CH.EQUITY,0,0,0,0.0331304187690297,0,0,0,0.124655961068949,0.00816416841773132,2.71050543121376e-20,0,0,0,0,0,0.0741180890634007,0.100168055377621,0.156603889817177,0,0,0,0.0715340511163769,0,0,0,0,0,-0.108700189067616,0.00875816433307359,0,0
X601319.CH.EQUITY,0,0,0,0.0786576237829309,0,0.271040988055053,0,0.000758529919819096,0,0,0,0,0,0,0,0.232029333266277,0.0118380105108048,0,0,0,0.402422593014071,0,0.0888234542891532,0,0,0,-0.00208759116515418,-0.0615256681420077,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0683304983550593,0,0,0.102981850069956,0,0,0,0,0,0,0,0,0,0,0,0.0157258272325347,0,-0.0265653310824462,0.0120137618650094,0,0.0355587103794636
CGB3M,0,0,0,0,0,0,0,0,0.343531517588141,0,0,0,0,0,0.0916561056218969,0,-0.0909558514593539,0,0,0,0,0,0,0,0,0,0,0.115355531846153,0,-0.784833005716545,-0.344804654569115
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0427700865185092,0.17346767946234,0,0,-0.0872198500132232,0,0,0,0,0,0,0,0,0,0,-0.0523906798274612,0.0241977884571461,0.0472862898709577,0
VXFXI.INDEX,0,0,0,0,0.144513411148152,0,0,0,-0.645661672889372,0,0,0,0,0,0.452883030129613,1.02098048030431,-0.708586866497223,0,0,0,0,0,0,0,0,0.256591251923174,-0.924013072299618,0,0.067082575250368,0,-0.837069999031067
TED.SP,2.16260605758844,0,0,0,0,0,0,0,0.981073232252562,0,0,0,0.302991120105161,0,0,0,0,0,0,0,-1.80361455460865,-1.44759586574177,0,0,1.91851928662576,0,0,-0.0643164988419527,0,0.285561375222598,0.200636710322888
CN3M10YSLOPE,0,0,0,0,0,0,0,0.141556469355829,0,0,0,0,0,0,0.150566629060022,0,0,0,0,0,0,0,0,0,0,-0.951020802285877,0,0,0.0100988689558839,0,-0.389646608693181
CREDIT.SP,0,0,0,-0.147793637813603,0,0,0,0.116795941526543,-0.113206426422373,0,0,0,0,0,0,0,-0.130364855128485,0,0,0,0,0,0,0,0.35253068732655,-0.189938597976446,-0.699255441049432,-0.112987087457984,-0.00387605721049153,-0.218751959047864,0
