date,X601398.CH.EQUITY,X1398.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY
20201016,0.0279258640680525,0.0257929416272849,0.0306497379998706,0.034915213375824,0.0296955462561219,0.0169708882258998,0.0201473541531939,0.0132742460271227,0.0235451812844598,0.0160192392934008,0.0156420405457332,0.0214693635763436,0.01442892399786,0.0200914812236527,0.0182705136027562,0.0379406734591181,0.0109960049908356,0.0337888462650858,0.0184248758654196,0.011080380320024,0.0139636347050975,0.0582875377894043,0.0107710157576316,0.0118393973443622,0.0319339695748657
20201019,0.0320240641010648,0.0267161439210876,0.0265903411531673,0.0314513792283533,0.0366383631945691,0.0177069399634833,0.0388074030181726,0.0247415550202136,0.0258315135463988,0.0140783588050655,0.0221854648774052,0.0204934281301268,0.00929342468126384,0.0178851377143703,0.0250684273970949,0.0313314451177142,0.00891320063677199,0.029290534555514,0.021921906804701,0.011802544624651,0.00638795957389025,0.0466317213585673,0.0102136509534408,0.0178539986512363,0.0326146994784282
20201020,0.026620690779464,0.0272937637102586,0.0283128170644394,0.0391408419810171,0.0326797673039766,0.0250013636475768,0.0314377467574124,0.0261645997136063,0.0186266563209316,0.0146313620699231,0.0199849858705478,0.0164618741413012,0.0134530149213891,0.00940877373859369,0.0164282228604389,0.0209330191563309,0.00809723960714915,0.0370573171995697,0.0217865424926819,0.0118899638295117,0.0064621924467065,0.0382733870758684,0.012951656342063,0.019919246970861,0.0316551213870273
20201021,0.0271675517516615,0.0258128213518691,0.0261063566131373,0.033721584003274,0.0285765731656245,0.0136681579669788,0.0106630499888226,0.0291487508599423,0.0237981986837449,0.0156711231342139,0.0219720576580539,0.0176700659302381,0.0140925936736918,0.0172083230456899,0.0149095757276658,0.0236009997680299,0.010463813476115,0.03359177510714,0.0169178446586939,0.0139141591174413,0.0103413592863143,0.0446044919027388,0.0153086696894026,0.0182342107375034,0.0281380572832177
20201022,0.0287589749964877,0.0273475467242435,0.0205785718382369,0.0322866727624299,0.0300415161011459,0.0191194653044401,0.0104227574302219,0.0288711811910026,0.0164710827210645,0.0161409017267622,0.029045056390381,0.0166891250279937,0.012627236809427,0.0184311710710898,0.016076203021893,0.0280393436805008,0.0106009841198532,0.0117798882637688,0.0168630921786308,0.0160425270183695,0.0109079708906408,0.0411044276388706,0.0148926956772174,0.0182624381444528,0.0316712830737907
20201023,0.0303205590334896,0.0333532059847382,0.0234802628300154,0.0348086172973582,0.0241248316864498,0.0184661571000695,0.0101173592453675,0.020960035116456,0.0145680527828011,0.0125852857445198,0.0316948318473723,0.0152202661468083,0.00683697824723292,0.00933142124008299,0.0176770160724111,0.0250774216767966,0.0113072232339349,0.0111182483198984,0.0217904327178884,0.0184253639878141,0.0115679882931005,0.0442608842943475,0.0114946420809478,0.0149303498615202,0.0256019499269831
20201026,0.0284594193683254,0.0371858619178625,0.0234184997725676,0.0291006084120192,0.0310318629428174,0.0330518552035406,0.0131571102137997,0.018696115043962,0.0247532085998953,0.0145081122718334,0.0312312973204157,0.022815565837903,0.023518040370883,0.0158302016142862,0.017627689912102,0.0368646940316116,0.0149882126911098,0.0141966009532615,0.0226578959225113,0.019301610486765,0.0103498704006303,0.0355009310641237,0.0120543272163063,0.0163009886718017,0.0239375472555895
20201027,0.0291098637835586,0.0324468361711696,0.0144716493862633,0.0220404648239095,0.0551415631079157,0.0242845530589203,0.0130405093237048,0.0187499406636811,0.0273414061501635,0.0130463166654553,0.0283954875464087,0.0249127910287113,0.0247127605636494,0.0187552616762165,0.020590532844954,0.0345291872003976,0.015713175602088,0.0268347957471933,0.0212060321342084,0.0213578147863386,0.0106382144784177,0.0423119667826129,0.0132313290334812,0.0230807005814849,0.0248075358370775
20201028,0.0263810651710233,0.0292973579677613,0.0124481526990664,0.0250154089913278,0.0161136528350023,0.0173637784573627,0.0108672381519296,0.0189321436091136,0.0306316054075467,0.0150078175686826,0.0319671957454552,0.0213845204899311,0.0239939285425983,0.0153221101903388,0.0121160285490796,0.0348250544499409,0.0166002110477325,0.0157808828098179,0.0208683346103741,0.00768035350104226,0.0106236417245503,0.0401542527218174,0.0151378472637358,0.0268670253192154,0.0225978538656469
20201029,0.0217137281844663,0.0281173683998215,0.0163321877249171,0.0247648685978984,0.0146251281271098,0.0154901241003222,0.00874927100239042,0.0157388685580418,0.0167450860155385,0.0132403877168432,0.0192451310350908,0.0179984070008712,0.0233778253228995,0.0129986050523882,0.0129587364221273,0.035163061275584,0.0114766167879812,0.0119997273027573,0.0212819376924974,0.0137114200740607,0.010157876860822,0.0293435978260094,0.0178410996226348,0.0243047053650722,0.0242495287601341
20201030,0.0209318174140852,0.0265765990409448,0.0109834619477983,0.0227019551242886,0.0124722836661585,0.0196106920241896,0.0121777776934497,0.0271461427191864,0.0171356293665879,0.0129996030768989,0.0241226749140088,0.0158097651967735,0.021719124330489,0.0156081719331397,0.0095988457995617,0.00924518744886439,0.0146210207059648,0.0136110541109876,0.0192817987860916,0.00778722936468879,0.0107960072927325,0.0285264371661307,0.0244880405625417,0.0203959835403199,0.0113792860055623
